InvoiceNo,CustomerID,InvoiceDate,OrderRevenue,TotalUnits,UniqueProducts,InvoiceLines,Country
576575,16295,2011-11-15 13:55:00,333.69,124,19,19,United Kingdom
576577,16557,2011-11-15 14:04:00,180.7,98,5,5,United Kingdom
576581,15955,2011-11-15 14:15:00,570.98,286,27,27,United Kingdom
576586,12415,2011-11-15 14:22:00,429.6,240,1,1,Australia
576587,18123,2011-11-15 14:23:00,265.96,202,21,21,United Kingdom
576589,17659,2011-11-15 14:29:00,437.79,367,26,26,United Kingdom
576590,16240,2011-11-15 14:30:00,1894.01,706,60,60,United Kingdom
576591,16422,2011-11-15 14:32:00,136.32,120,2,2,United Kingdom
576592,13614,2011-11-15 14:47:00,504.43,254,91,92,United Kingdom
576593,15720,2011-11-15 14:48:00,598.73,281,128,128,United Kingdom
576595,14911,2011-11-15 14:56:00,376.58,199,8,8,EIRE
576596,14911,2011-11-15 14:57:00,107.79999999999998,52,5,5,EIRE
576597,14194,2011-11-15 14:57:00,1025.35,682,46,46,United Kingdom
576598,13437,2011-11-15 15:05:00,352.6,104,10,10,United Kingdom
576599,14544,2011-11-15 15:06:00,902.53,700,57,57,United Kingdom
576600,18181,2011-11-15 15:08:00,366.85,133,40,41,United Kingdom
576601,14595,2011-11-15 15:10:00,81.54,22,6,6,United Kingdom
576602,14156,2011-11-15 15:20:00,832.58,226,13,13,EIRE
576603,14911,2011-11-15 15:22:00,524.28,195,29,29,EIRE
576604,13435,2011-11-15 15:23:00,835.97,460,19,19,United Kingdom
576605,14562,2011-11-15 15:33:00,215.84,66,13,13,United Kingdom
576606,13410,2011-11-15 15:33:00,274.40000000000003,112,5,5,United Kingdom
576607,12474,2011-11-15 15:42:00,710.86,526,41,41,Germany
576608,17381,2011-11-15 15:49:00,595.44,1152,3,3,United Kingdom
576609,15556,2011-11-15 16:08:00,279.77,236,31,31,United Kingdom
576610,15679,2011-11-15 16:19:00,46.62,90,4,4,United Kingdom
576611,17357,2011-11-15 16:29:00,378.49,150,40,43,United Kingdom
576612,17357,2011-11-15 16:30:00,5.9,2,1,1,United Kingdom
576613,13854,2011-11-15 16:34:00,310.04,60,4,4,United Kingdom
576614,12933,2011-11-15 16:38:00,250.04,121,57,57,United Kingdom
576615,17231,2011-11-15 16:42:00,389.76,222,79,79,United Kingdom
576616,14853,2011-11-15 16:56:00,261.3,48,6,6,United Kingdom
576622,14217,2011-11-15 17:11:00,105.76,43,7,7,United Kingdom
576623,12748,2011-11-15 17:12:00,1301.0,1082,7,7,United Kingdom
576624,16156,2011-11-15 17:14:00,396.0,178,15,15,United Kingdom
576625,15571,2011-11-15 17:20:00,121.6,34,7,7,United Kingdom
576626,12890,2011-11-15 17:26:00,376.71999999999997,256,78,79,United Kingdom
576627,14426,2011-11-16 08:25:00,361.8,216,8,8,United Kingdom
576628,13449,2011-11-16 08:28:00,291.88,222,19,19,United Kingdom
576629,12621,2011-11-16 08:37:00,610.28,253,17,17,Germany
576630,13816,2011-11-16 08:38:00,199.98000000000002,91,11,11,Germany
576631,16626,2011-11-16 08:53:00,226.39999999999998,184,5,5,United Kingdom
576633,13297,2011-11-16 09:27:00,356.39,177,8,8,United Kingdom
576634,13297,2011-11-16 09:28:00,94.56,44,3,3,United Kingdom
576635,15269,2011-11-16 09:32:00,408.8,26,2,2,United Kingdom
576636,12912,2011-11-16 09:34:00,139.92000000000002,72,2,2,United Kingdom
576637,16079,2011-11-16 09:34:00,313.62,210,5,5,United Kingdom
576638,13890,2011-11-16 09:35:00,219.35,117,13,13,United Kingdom
576639,13894,2011-11-16 09:43:00,282.45,141,15,15,United Kingdom
576640,13894,2011-11-16 09:44:00,121.32000000000001,108,1,2,United Kingdom
576641,17549,2011-11-16 09:59:00,120.66,150,4,4,United Kingdom
576642,12963,2011-11-16 09:59:00,138.21,55,9,9,United Kingdom
576645,16245,2011-11-16 10:14:00,643.96,584,39,39,United Kingdom
576648,14057,2011-11-16 10:32:00,639.16,490,14,14,United Kingdom
576649,16008,2011-11-16 10:32:00,148.07,125,16,16,United Kingdom
576650,14286,2011-11-16 10:34:00,1935.9,1505,92,92,United Kingdom
576651,14626,2011-11-16 10:37:00,609.07,209,27,27,United Kingdom
576652,17198,2011-11-16 10:39:00,170.56,115,17,19,United Kingdom
576653,14156,2011-11-16 10:45:00,4391.16,2900,26,26,EIRE
576654,15584,2011-11-16 10:55:00,144.06,67,29,29,United Kingdom
576655,15687,2011-11-16 10:55:00,470.33,165,24,24,United Kingdom
576656,15687,2011-11-16 10:57:00,30.0,24,2,2,United Kingdom
576657,12720,2011-11-16 11:03:00,409.02,262,25,25,Germany
576658,14534,2011-11-16 11:05:00,290.81,159,22,22,United Kingdom
576659,15373,2011-11-16 11:09:00,21.0,1,1,1,United Kingdom
576660,15110,2011-11-16 11:16:00,315.7,66,8,8,United Kingdom
576661,17377,2011-11-16 11:17:00,102.79,42,13,13,United Kingdom
576663,16157,2011-11-16 11:31:00,247.98000000000002,102,7,7,United Kingdom
576664,14646,2011-11-16 11:41:00,232.5,147,3,3,Netherlands
576665,17841,2011-11-16 11:46:00,887.25,457,135,143,United Kingdom
576666,17841,2011-11-16 11:47:00,4.2,2,1,1,United Kingdom
576667,12963,2011-11-16 11:48:00,498.06,262,22,22,United Kingdom
576668,18246,2011-11-16 11:49:00,363.2,96,2,2,United Kingdom
576669,12640,2011-11-16 11:52:00,77.76,25,2,2,France
576671,14385,2011-11-16 11:55:00,55.16,54,4,4,United Kingdom
576672,12731,2011-11-16 11:59:00,1497.52,662,22,22,France
576676,16855,2011-11-16 12:03:00,177.2,84,10,10,United Kingdom
576677,16393,2011-11-16 12:03:00,319.86,143,29,29,United Kingdom
576684,14092,2011-11-16 12:08:00,625.86,234,24,24,United Kingdom
576686,16916,2011-11-16 12:08:00,365.98,329,85,87,United Kingdom
576687,13558,2011-11-16 12:13:00,159.13,82,48,48,United Kingdom
576688,16717,2011-11-16 12:16:00,1980.26,924,91,91,United Kingdom
576689,16657,2011-11-16 12:18:00,230.37,226,35,38,United Kingdom
576690,15900,2011-11-16 12:19:00,337.28,216,44,47,United Kingdom
576691,14507,2011-11-16 12:21:00,237.60000000000002,48,1,1,United Kingdom
576692,17412,2011-11-16 12:21:00,201.44,178,12,12,United Kingdom
576693,13199,2011-11-16 12:22:00,443.4,300,4,4,United Kingdom
576694,14426,2011-11-16 12:25:00,309.37,231,16,16,United Kingdom
576695,16469,2011-11-16 12:25:00,177.93,99,59,59,United Kingdom
576696,16669,2011-11-16 12:26:00,623.54,396,77,79,United Kingdom
576704,14527,2011-11-16 12:29:00,165.92,33,22,22,United Kingdom
576734,17680,2011-11-16 12:42:00,184.4,96,11,11,United Kingdom
576736,13089,2011-11-16 12:42:00,356.1,174,4,4,United Kingdom
576758,16814,2011-11-16 12:51:00,273.04,112,9,9,United Kingdom
576768,13408,2011-11-16 13:13:00,1145.32,460,11,11,United Kingdom
576769,13575,2011-11-16 13:14:00,107.45,67,7,7,United Kingdom
576770,13926,2011-11-16 13:16:00,223.85000000000002,104,11,11,United Kingdom
576771,13285,2011-11-16 13:19:00,739.02,597,50,50,United Kingdom
576772,16839,2011-11-16 13:20:00,434.5,170,3,3,United Kingdom
576774,13131,2011-11-16 13:21:00,301.1,166,13,13,United Kingdom
576775,13629,2011-11-16 13:21:00,716.0,400,3,3,United Kingdom
576778,16085,2011-11-16 13:24:00,241.53,165,41,41,United Kingdom
576779,14554,2011-11-16 13:25:00,1134.6,725,111,124,United Kingdom
576780,13258,2011-11-16 13:27:00,370.36,155,19,19,United Kingdom
576781,13939,2011-11-16 13:33:00,178.34,190,11,11,United Kingdom
576782,17500,2011-11-16 13:36:00,340.0,4,1,1,United Kingdom
576783,13447,2011-11-16 13:38:00,475.13,235,21,21,United Kingdom
576784,16204,2011-11-16 13:40:00,384.18,218,45,50,United Kingdom
576786,16999,2011-11-16 13:53:00,238.99,153,6,6,United Kingdom
576787,13815,2011-11-16 13:54:00,946.41,499,36,36,Germany
576789,12569,2011-11-16 13:56:00,60.12,109,5,5,Germany
576790,12569,2011-11-16 13:59:00,67.75,6,2,2,Germany
576791,17896,2011-11-16 13:59:00,256.32,288,2,2,United Kingdom
576792,17596,2011-11-16 14:11:00,295.17,459,11,11,United Kingdom
576809,14851,2011-11-16 14:20:00,305.22,186,14,14,United Kingdom
576824,12910,2011-11-16 14:26:00,408.66,150,6,6,United Kingdom
576826,12910,2011-11-16 14:28:00,49.8,36,2,2,United Kingdom
576827,12901,2011-11-16 14:28:00,612.0,720,1,1,United Kingdom
576830,14898,2011-11-16 14:54:00,278.13,149,34,41,United Kingdom
576832,13102,2011-11-16 15:01:00,263.0,161,9,9,United Kingdom
576833,17434,2011-11-16 15:08:00,226.17000000000002,397,17,17,United Kingdom
576834,13458,2011-11-16 15:10:00,389.41,193,18,18,United Kingdom
576836,16191,2011-11-16 15:14:00,462.28,322,14,14,United Kingdom
576838,18075,2011-11-16 15:21:00,353.98,170,20,20,United Kingdom
576841,17368,2011-11-16 15:26:00,106.88,32,26,26,United Kingdom
576842,13599,2011-11-16 15:31:00,295.8,226,14,14,United Kingdom
576844,16713,2011-11-16 15:33:00,1115.52,794,27,27,United Kingdom
576845,12991,2011-11-16 15:34:00,200.2,44,9,9,United Kingdom
576846,13500,2011-11-16 15:35:00,497.97,289,27,27,United Kingdom
576847,17017,2011-11-16 15:35:00,456.59999999999997,412,11,11,United Kingdom
576848,15051,2011-11-16 15:38:00,245.68,124,34,34,United Kingdom
576849,13924,2011-11-16 15:39:00,23.55,7,3,3,United Kingdom
576851,15967,2011-11-16 15:41:00,235.78,145,42,47,United Kingdom
576852,16809,2011-11-16 15:45:00,294.32,194,37,37,United Kingdom
576853,12971,2011-11-16 15:48:00,93.39,57,3,3,United Kingdom
576854,12993,2011-11-16 15:49:00,42.36000000000001,36,3,3,United Kingdom
576855,17757,2011-11-16 15:51:00,238.92000000000002,200,28,28,United Kingdom
576857,12748,2011-11-16 15:52:00,218.77,133,81,83,United Kingdom
576859,18167,2011-11-16 15:56:00,495.78000000000003,152,15,15,United Kingdom
576860,17602,2011-11-16 15:58:00,769.36,639,81,83,United Kingdom
576861,18041,2011-11-16 16:00:00,220.94,340,17,17,United Kingdom
576862,14825,2011-11-16 16:06:00,290.81,125,12,12,United Kingdom
576863,12626,2011-11-16 16:06:00,251.97,123,13,13,Germany
576864,12748,2011-11-16 16:06:00,200.78,179,58,59,United Kingdom
576865,12748,2011-11-16 16:08:00,103.69,45,28,28,United Kingdom
576867,13012,2011-11-16 16:18:00,285.3,122,16,16,United Kingdom
576869,12500,2011-11-16 16:20:00,617.04,577,5,5,Germany
576872,13238,2011-11-16 16:26:00,277.88,111,14,14,United Kingdom
576873,17835,2011-11-16 16:30:00,109.84,161,19,19,United Kingdom
576874,15432,2011-11-16 16:30:00,171.19,65,10,10,United Kingdom
576875,15805,2011-11-16 16:32:00,349.6,150,9,9,United Kingdom
576876,16804,2011-11-16 16:42:00,411.98,188,40,40,United Kingdom
576877,16804,2011-11-16 16:43:00,6.959999999999999,24,1,1,United Kingdom
576878,18059,2011-11-16 16:49:00,86.6,52,5,5,United Kingdom
576879,18006,2011-11-16 16:52:00,444.68,220,21,22,United Kingdom
576880,14911,2011-11-16 17:03:00,350.62,148,18,18,EIRE
576881,14673,2011-11-16 17:10:00,389.13,233,14,14,United Kingdom
576888,14948,2011-11-16 17:16:00,267.7,104,12,12,United Kingdom
576889,12748,2011-11-16 17:24:00,292.67,148,34,34,United Kingdom
576890,12662,2011-11-16 17:25:00,328.65,223,23,23,Germany
576891,12662,2011-11-16 17:26:00,120.9,42,6,6,Germany
576892,15737,2011-11-17 08:20:00,67.00999999999999,37,4,4,United Kingdom
576893,12481,2011-11-17 08:29:00,186.79999999999998,153,12,12,Germany
576894,12681,2011-11-17 08:35:00,291.86,110,16,16,France
576895,12356,2011-11-17 08:40:00,58.349999999999994,5,2,2,Portugal
576896,14735,2011-11-17 08:41:00,181.6,80,3,3,United Kingdom
576897,17828,2011-11-17 08:41:00,743.43,186,12,12,Malta
576899,14911,2011-11-17 08:49:00,759.48,248,32,32,EIRE
576900,15489,2011-11-17 08:53:00,343.38,210,9,9,United Kingdom
576901,16929,2011-11-17 08:54:00,207.99,119,10,10,United Kingdom
576902,17330,2011-11-17 08:56:00,99.0,20,1,1,United Kingdom
576904,14931,2011-11-17 09:25:00,211.63,78,9,9,Channel Islands
576905,13308,2011-11-17 09:31:00,285.88,164,17,17,United Kingdom
576906,18225,2011-11-17 09:33:00,616.48,575,33,33,United Kingdom
576907,12610,2011-11-17 09:34:00,248.2,169,9,9,Italy
576909,12471,2011-11-17 09:49:00,1072.1200000000001,519,32,32,Germany
576910,12477,2011-11-17 09:51:00,2037.69,473,45,45,Germany
576911,17461,2011-11-17 10:01:00,327.56,313,56,56,United Kingdom
576912,13756,2011-11-17 10:01:00,411.96000000000004,228,7,7,United Kingdom
576913,13756,2011-11-17 10:02:00,55.08,60,3,3,United Kingdom
576914,15124,2011-11-17 10:09:00,93.44,144,6,6,United Kingdom
576915,17461,2011-11-17 10:21:00,25.699999999999996,22,3,3,United Kingdom
576916,14655,2011-11-17 10:24:00,358.15000000000003,175,12,12,United Kingdom
576917,17613,2011-11-17 10:40:00,289.1,143,15,15,United Kingdom
576920,13871,2011-11-17 10:49:00,532.76,266,23,23,United Kingdom
576922,17613,2011-11-17 10:51:00,7.800000000000001,20,1,1,United Kingdom
576923,12753,2011-11-17 10:52:00,4808.48,2210,31,31,Japan
576924,17419,2011-11-17 10:53:00,477.67,201,23,23,United Kingdom
576926,14113,2011-11-17 10:59:00,442.14,188,14,14,United Kingdom
576927,12567,2011-11-17 11:02:00,1551.3,772,81,81,France
576928,14102,2011-11-17 11:04:00,145.95,107,7,7,United Kingdom
576929,16638,2011-11-17 11:09:00,129.78,56,7,7,United Kingdom
576930,14834,2011-11-17 11:09:00,311.44,122,8,8,United Kingdom
576931,13028,2011-11-17 11:10:00,305.38,418,21,21,United Kingdom
576932,15443,2011-11-17 11:12:00,492.51,209,54,55,United Kingdom
576933,15529,2011-11-17 11:29:00,349.56,312,71,75,United Kingdom
576941,12562,2011-11-17 11:34:00,619.9,215,19,19,France
576948,14515,2011-11-17 11:45:00,533.69,217,23,23,United Kingdom
576958,14515,2011-11-17 11:48:00,13.049999999999999,9,1,1,United Kingdom
576971,14032,2011-11-17 11:51:00,312.92,200,16,16,United Kingdom
576984,14332,2011-11-17 11:54:00,280.97,191,10,10,United Kingdom
576995,16298,2011-11-17 11:59:00,244.66,64,7,7,United Kingdom
577000,17716,2011-11-17 12:00:00,306.0,120,3,3,United Kingdom
577008,16869,2011-11-17 12:02:00,133.02,134,29,29,United Kingdom
577009,12749,2011-11-17 12:05:00,572.59,164,32,32,United Kingdom
577010,15506,2011-11-17 12:11:00,464.85,475,72,72,United Kingdom
577011,15657,2011-11-17 12:19:00,30.0,24,1,1,United Kingdom
577016,17095,2011-11-17 12:21:00,780.1999999999999,384,40,40,United Kingdom
577018,12971,2011-11-17 12:25:00,163.74,82,3,3,United Kingdom
577019,14112,2011-11-17 12:30:00,211.10000000000002,88,6,6,United Kingdom
577020,17147,2011-11-17 12:32:00,365.29,193,16,16,United Kingdom
577021,12931,2011-11-17 12:39:00,2209.74,906,3,3,United Kingdom
577022,13668,2011-11-17 12:42:00,331.55,195,38,38,United Kingdom
577023,16186,2011-11-17 12:43:00,412.8,240,19,19,United Kingdom
577024,14704,2011-11-17 12:47:00,143.2,92,38,42,United Kingdom
577025,16161,2011-11-17 12:54:00,363.62,174,23,23,United Kingdom
577026,17237,2011-11-17 12:55:00,243.6,79,12,12,United Kingdom
577027,12647,2011-11-17 12:56:00,321.15,132,7,7,Germany
577028,17080,2011-11-17 12:59:00,211.29999999999998,94,7,7,United Kingdom
577029,15563,2011-11-17 12:59:00,655.8199999999999,729,50,50,United Kingdom
577030,14060,2011-11-17 12:59:00,412.56000000000006,336,8,8,United Kingdom
577031,15298,2011-11-17 13:00:00,301.64,170,15,15,United Kingdom
577032,13160,2011-11-17 13:07:00,91.8,56,4,4,United Kingdom
577033,17797,2011-11-17 13:16:00,453.45,231,55,55,United Kingdom
577034,12847,2011-11-17 13:16:00,843.64,873,72,84,United Kingdom
577035,15187,2011-11-17 13:21:00,341.15999999999997,126,10,10,United Kingdom
577036,17797,2011-11-17 13:21:00,54.57,18,12,12,United Kingdom
577038,14796,2011-11-17 13:30:00,401.78,346,61,62,United Kingdom
577039,12539,2011-11-17 13:30:00,1050.66,446,43,43,Spain
577041,15864,2011-11-17 13:32:00,152.64000000000001,144,1,1,United Kingdom
577043,14282,2011-11-17 13:38:00,174.9,90,7,7,United Kingdom
577044,17428,2011-11-17 13:45:00,460.8,240,2,2,United Kingdom
577045,17428,2011-11-17 13:46:00,145.0,100,1,1,United Kingdom
577046,12449,2011-11-17 13:46:00,1342.71,524,59,59,Belgium
577047,13014,2011-11-17 13:48:00,315.9,42,4,4,United Kingdom
577048,13247,2011-11-17 13:50:00,65.7,38,4,4,United Kingdom
577049,17397,2011-11-17 13:58:00,298.78,104,41,41,United Kingdom
577050,14191,2011-11-17 13:59:00,738.67,798,36,36,United Kingdom
577051,14034,2011-11-17 14:02:00,174.98,113,59,61,United Kingdom
577052,17397,2011-11-17 14:08:00,382.63,146,48,48,United Kingdom
577053,13001,2011-11-17 14:17:00,612.39,321,23,23,United Kingdom
577054,13815,2011-11-17 14:19:00,103.2,96,4,4,Germany
577055,15189,2011-11-17 14:22:00,599.16,228,7,7,United Kingdom
577056,17985,2011-11-17 14:24:00,631.35,171,20,21,United Kingdom
577057,12748,2011-11-17 14:26:00,496.48,513,132,139,United Kingdom
577058,18122,2011-11-17 14:29:00,406.22,352,101,107,United Kingdom
577059,13704,2011-11-17 14:30:00,237.35999999999999,102,12,12,United Kingdom
577060,14397,2011-11-17 14:36:00,131.8,92,4,4,United Kingdom
577061,14911,2011-11-17 14:40:00,842.94,383,45,45,EIRE
577062,18221,2011-11-17 14:40:00,162.95,197,11,11,United Kingdom
577063,17183,2011-11-17 14:41:00,447.93,195,7,7,United Kingdom
577064,16656,2011-11-17 14:43:00,295.14,562,3,3,United Kingdom
577065,13890,2011-11-17 14:46:00,146.35000000000002,53,8,8,United Kingdom
577067,12704,2011-11-17 14:49:00,164.72,170,4,4,Finland
577068,15563,2011-11-17 14:50:00,9.0,30,1,1,United Kingdom
577069,12704,2011-11-17 14:51:00,69.61,13,4,4,Finland
577071,13969,2011-11-17 14:56:00,1166.7,481,52,53,United Kingdom
577072,15089,2011-11-17 15:02:00,99.7,22,4,4,United Kingdom
577074,15399,2011-11-17 15:04:00,243.96,284,17,17,United Kingdom
577076,14362,2011-11-17 15:08:00,151.5,96,37,37,United Kingdom
577077,17799,2011-11-17 15:16:00,524.18,409,64,65,United Kingdom
577079,14416,2011-11-17 15:22:00,129.22,64,3,3,United Kingdom
577080,17001,2011-11-17 15:24:00,357.6,172,13,13,United Kingdom
577082,15811,2011-11-17 15:31:00,444.82,311,28,28,United Kingdom
577083,15287,2011-11-17 15:34:00,145.71,257,5,5,United Kingdom
577084,16626,2011-11-17 15:41:00,282.25,43,6,6,United Kingdom
577085,12997,2011-11-17 15:47:00,310.5,194,10,10,United Kingdom
577086,16070,2011-11-17 15:50:00,165.3,206,14,14,United Kingdom
577087,12464,2011-11-17 15:55:00,149.6,10,3,3,Belgium
577088,15267,2011-11-17 15:59:00,129.6,96,2,2,United Kingdom
577089,12841,2011-11-17 15:59:00,166.15,73,13,13,United Kingdom
577090,13828,2011-11-17 16:02:00,209.49,311,15,15,United Kingdom
577091,16531,2011-11-17 16:29:00,131.95,43,7,7,United Kingdom
577092,15136,2011-11-17 16:35:00,446.90000000000003,238,23,23,United Kingdom
577093,13089,2011-11-17 16:37:00,426.06,150,18,18,United Kingdom
577094,15435,2011-11-17 16:39:00,149.29,54,29,29,United Kingdom
577095,15867,2011-11-17 16:39:00,219.44,191,36,36,United Kingdom
577097,17243,2011-11-17 16:42:00,616.8,144,3,3,United Kingdom
577098,16839,2011-11-17 16:43:00,472.0,130,5,5,United Kingdom
577099,13313,2011-11-17 16:48:00,312.68,190,14,14,United Kingdom
577100,16009,2011-11-17 16:51:00,59.0,20,1,1,United Kingdom
577101,13138,2011-11-17 16:51:00,130.7,66,8,8,United Kingdom
577103,15081,2011-11-17 17:08:00,88.25,25,6,6,United Kingdom
577104,12747,2011-11-17 17:13:00,312.73,83,11,11,United Kingdom
577105,16076,2011-11-17 17:16:00,186.17999999999998,118,9,9,United Kingdom
577106,14456,2011-11-17 17:18:00,331.54,270,118,120,United Kingdom
577107,16558,2011-11-17 17:30:00,851.0600000000001,348,35,35,United Kingdom
577108,15983,2011-11-17 17:34:00,326.75,192,32,32,United Kingdom
577109,16042,2011-11-17 17:50:00,304.47,209,20,20,United Kingdom
577110,14234,2011-11-17 17:53:00,113.64,126,7,7,United Kingdom
577121,12681,2011-11-17 18:29:00,800.96,514,32,32,France
577125,12445,2011-11-17 18:43:00,133.4,62,4,4,Spain
577126,12406,2011-11-17 19:22:00,1794.05,1025,56,56,Denmark
577127,16871,2011-11-17 19:27:00,445.08000000000004,192,17,17,United Kingdom
577128,14508,2011-11-17 19:48:00,130.49,59,30,31,United Kingdom
577129,15602,2011-11-17 19:52:00,46.8,24,1,1,United Kingdom
577130,15861,2011-11-17 19:58:00,165.0,1,1,1,United Kingdom
577132,13599,2011-11-18 08:21:00,184.26,30,3,3,United Kingdom
577133,13962,2011-11-18 08:47:00,51.95,57,4,4,United Kingdom
577134,14434,2011-11-18 08:56:00,340.8,68,2,2,United Kingdom
577135,12427,2011-11-18 08:56:00,239.72,340,6,6,Germany
577136,17163,2011-11-18 08:57:00,170.0,40,2,2,United Kingdom
577137,14110,2011-11-18 08:59:00,325.44,96,1,1,United Kingdom
577138,13079,2011-11-18 09:03:00,17.700000000000003,6,1,1,United Kingdom
577139,16500,2011-11-18 09:04:00,42.900000000000006,22,3,3,United Kingdom
577140,13269,2011-11-18 09:10:00,55.6,18,3,3,United Kingdom
577141,13269,2011-11-18 09:11:00,553.14,315,27,27,United Kingdom
577142,13985,2011-11-18 09:19:00,344.51,171,18,18,United Kingdom
577143,13200,2011-11-18 09:31:00,142.88,70,9,9,United Kingdom
577146,16414,2011-11-18 09:42:00,75.45,11,4,4,United Kingdom
577148,13941,2011-11-18 09:43:00,1253.66,586,9,9,United Kingdom
577152,14277,2011-11-18 09:53:00,499.4,300,24,24,France
577155,13050,2011-11-18 09:56:00,349.40000000000003,192,17,17,United Kingdom
577156,13471,2011-11-18 09:57:00,604.73,423,34,34,United Kingdom
577157,12451,2011-11-18 09:58:00,925.64,669,44,44,Switzerland
577158,16293,2011-11-18 09:58:00,342.83000000000004,135,20,20,United Kingdom
